job_title,job_description,data_listed,location,salary
Business Analyst/Tester,"About the Business Cartelux Australia is seeking an experienced Business Analyst/Tester for the company's proprietary platforms. With multiple products being launched into the global automotive, finance, insurance, and real estate industries, this position represents a truly unique opportunity to use their skill set to affect a positive and global impact.   About the role At Cartelux, we manage fast paced, high value projects. As a Business Analyst/Tester, you will be the main stakeholder on your project and you will be responsible for the scoping of the project, the gathering of the requirements and you will be the first or second point of contact for all customer interactions.  You will be able to maintain a close relationship with Business Stakeholder Representatives, working with them to analyse, communicate, test and validate requirements for the implementation or changes of the customized solution to the platform. Supported by our developer/architect you will define the final solution architecture, articulate it and ensure the follow up of their implementation.   Key Accountabilities   Analyse and capture requirements using interviews, document analysis, requirements workshops, site visits, business process descriptions, use cases, scenarios, business analysis, task & workflow analysis.   Document the requirements using Cartelux project processes by utilising use cases, solution design and UX.   Lead workshops to drive detailed business requirements and conduct technical analysis of business requirements on project implementation engagements   Engage & communicate with business customers to understand their business and to anticipate needed solutions   Develop processes and strategies to ensure projects are delivered accurately, on time and to client satisfaction.   Coordinate and oversee the development with our technical team to ensure the delivery of the project   Perform quality assurance to ensure the quality of the deliveries   Assist in development of training materials   Support product manager, projects, sales team and technical team with new ideas, quotes and processes   Provide first line support to clients with requests, changes, issues and help using the platform   Monitor the implementation process and campaigns running on channels such as Google Ads, Facebook etc.   Be prepared to travel for key stakeholder meetings, if required.     Skills & Requirements    Business analyst/Tester role (3-4 years minimum)   Academic degree in IT, project management or business analysis (Other qualification considered)   Analytic & Business focus mind   Strong written and verbal communication   Feeling comfortable in client facing activities (Operational and C-level)   Eliciting & documenting business processes   Time management, negotiation & stakeholder engagement skills   Ability to work in a team and to collaborate with other members around project  Note:There is no visa sponsorship with this role, only candidates with Australian working rights will be considered.", '10 Feb 2020', 'Melbourne',174720.0
Lead Business Analyst,"The purpose of this role is to lead and develop a team of Business Analysis through day to day management, coaching and mentoring as well as to oversee, review and analyse the streams of work coming through to this BA team, allocating the work accordingly to ensure best results and delivery, in line with business strategy. You will also produce documentation around the end to end solutions to be produced by the team.Your Background:Principal Business Analyst with experience in leading a team including day to day management and coaching / developmentExperience in the financial services industry is essentialExperience leading work streams and reviewing pieces of work to allocate to BA teamsMust have excellent communication and stakeholder management skills with the ability to manage upwards and work with leadership teamsStrong ability to influence and negotiateOn Offer: Permanent role with excellent ongoing career opportunities as the company expandsCBD locationManaging an existing team of 5 BA'sThis is a strategic role which offers exposure to senior level stakeholdersComplex and high impact programs of work in a transforming businessThis is a permanent opportunity paying a maximum of $160k + Super + Bonus depending on previous skills and experience. For more information on this excellent opportunity based in Sydney please apply to Josh Lea using the link below attaching your resume and cover letter in WORD format.We would like to take this opportunity to thank you in advance for your application and advise that only candidates that meet the position requirements and are an Australian Resident / Citizen will be contacted.IMPORTANT: By submitting your email address and any other personal information when you APPLY to a job, you consent to such information being collected, held, used and disclosed in accordance with our COLLECTIONS NOTICE and PRIVACY POLICY.http://www.bluefinresources.com.au/privacy-policy", '10 Feb 2020', 'Sydney',150000.0
Business Analyst - CRM Specialist,"ABOUT THE COMPANY.This is a well established and highly regarded business, located in the heart of the Sydney CBD. They are a provider of one of the worlds leading CRM platforms and provide the best functionality of any CRM in the market. The business has been expanding at a healthy rate to ensure steady growth and to continue their trajectory. ABOUT THE ROLE.This is a permanent role reporting directly to the Business Analyst Lead. You will work closely with external vendors and your clients to determine the best actions moving forward to increase their productivity, improve processes and implement customised features for the product. You are an SME of the business product in order to best assist the business and cross discipline teams with any changes.  DUTIES.Drive the capabilities of their technologies within the CRM system.Lead key meetings to provide updates and advise of key decisions. Map the overall strategy for system changes and customisation in line with business needs. Investigate and implement process and procedure improvement. SKILLS & EXPERIENCE.Previous demonstrated experience as a Business Analyst. Preferably in a similar project. Strong understanding of complex project management skills. SCRUM certification is highly desirable. CULTURE. This organisation places a significant care on the well being on their employees to ensure they enjoy the projects they are invested within. The people that work at this organisation would say they have a great work life balance with no micromanagement and great collaboration with fellow colleges. BENEFITS.Great Work-life balance opportunities.Opportunity to join an employee share options program to own a piece of the business you work for. Amazing CBD location right next to public transport. HOW TO APPLY. Click ‘Apply for this job’, or for a confidential discussion, please contact Chris Dickson on (02) 9231 4999 [link removed].", '10 Feb 2020', 'Sydney',218400.0
Business Analyst (Business Case),"Our client is a high profile NSW government department in the transport sector that is expanding their ICT operations. Role description: The Business Analyst will review and analyse the organisation’s business intentions, services, processes and information needs to identify changes that lead to business improvements and the achievement of desired customer outcomes. Duties include:  Analyse existing systems, applications and functions Undertake qualitative and quantitative research to identify trends and assist with determining business priorities and requirements Undertake quality assurance activities to ensure fit for purpose business solutions and services Communicate key insights and findings and provide accurate advice and solutions to assist with specifying business requirements for new or existing solutions Contribute to user testing for any developed applications including functional / system integration support to ensure requirements are being met Help design, document and maintain system processes to support operational objectives Report on common sources of technical issues or questions and make recommendations to ensure issues are resolved Skills and Experience:  3 - 5 years experience as an IT Business Analyst - gathering and documenting requirements, process mapping, assisting in the preparation of business cases and market investigation documents such as RFI’s & RFT’s, developing testing documentation and facilitating those processes. Experienced in creating business requirements to fit Request for information (RFI)/ Request for tender( RFT) product and vendor selection Experienced in creating Business Cases including (not limited to) justification,  costed options, preferred/recommended options, consequences of deferral to support decision making Proven experience in writing system specifications for vendor selection and performing business fit, technology fit analysis and creating specs for proof of concepts prior to Project kickoff Experience in tracking and managing the reporting/writing of projects to meet short and long term milestones - ensuring that traceability is established and maintained throughout pre-project and project phases. Please email a copy of your CV in MS Word format. Keywords:  Business Analyst, RFI, RFT,  government, applications, vendor management, business case development ", '11 Feb 2020', 'Sydney',304775.0
Business Analyst,"Service Victoria is an administrative office within the Department of Premier & Cabinet and is charged with simplifying, improving and modernising essential government transactions and delivering customer service.
We are working hard to deliver a customer service system around what Victorians want and need, rather than what works for government. We know people want easier access to government transactions, including online options.
Service Victoria is now focused on building the future organisation and the appropriate structure and capability to maintain, support and expand its digital services.
Service Victoria is looking for an experienced Business Analyst to provide leadership and guidance to cross functional agency and project teams to elicit, define and document current state requirements. You will undertake complex independent analysis to identify, evaluate and quantify issues as well as providing expertise to reform services. 
The role is based in our modern offices in Footscray, however will be relocating to Ballarat in mid 2020.
Service Victoria is a diverse and inclusive workplace and is committed to providing flexible working arrangements.
The closing date for this position is midnight on Monday 24 February 2020.
This position is only open to applicants with relevant rights to work in Australia.
This position is only open to VPS applicants.
How to apply: Apply before the advertised closing date, all applications should include:

a resume
a cover letter which addresses the key selection criteria (within three pages)

Other relevant information:
Preferred candidates will be required to complete a Pre-employment Declaration and Consent form. Employment of successful candidates will be subject to a National Police Check.
DPC actively promotes diversity, inclusion and an equal opportunity workplace. We welcome applicants from all diverse backgrounds, including Aboriginal and Torres Strait Islander peoples and people with disabilities. All roles at DPC can be worked flexibly, however it may differ from role to role.", '10 Feb 2020', 'Melbourne',120000.0
Senior Business Analyst,"Clicks IT Recruitment is proud to be working with a well-recognised organisation within the utilities and energy industry who are looking for a Senior Business Analyst.This role will be an initial 6 month contract:. Provide expert advice when working closely with the business to translate requirements into technical outcomes.Analyse and consolidate information to develop business cases to support the delivery of business objectives.Analyse and critically evaluate information from multiple sources and drive solution focused approaches with competing stakeholder views and needs.Collaborate with technical specialists, service management stakeholders, program teams and relevant subject matter experts.Key Skills and Experience:Proven experience as a Senior Business Analyst working on a range of ICT projects.Demonstrated experience in identifying and validating multiple requirement types and experience modelling business processes using Business Process Modelling Notation.Expertise in building and maintaining effective working relationships with key stakeholders.Proven experience delivering business analysis capability in a diverse project delivery methodology environmentWell-developed interpersonal, negotiation and communication skills, including the ability to establish positive working relationships with management.If you wish to apply for this position, please submit your resume by clicking the 'Apply Now' button. For further information please contact Dylan Sheoshker at Clicks IT Recruitment on 07 3027 2560.", '7 Feb 2020', 'Brisbane',218400.0
Lead Business Analyst,"About the role The VEC has an opportunity for an experienced Business Analyst to lead, manage and coordinate a range of business initiatives and projects for the IT branch. This role will oversee the quality, planning, scoping and estimating of all Business Analyst deliverables. The Lead Business Analyst is responsible for:  leading and managing a team of Business Analysts (>5 direct reports) actively engaging with stakeholders to manage any conflicts and changes in priority to ensure that stakeholders and project team members remain in agreement on solution scope and deliverables, leading business stakeholders towards functional design decisions, ensuring a high standard of quality, thoroughness and detail throughout BA deliverables and superior quality documentation assisting in the development of user-centric business requirements that are credible and complete, and contributing to planning activities by representing the business priorities and imperatives. What you will bring to the role To be successful in this role you will ideally have previous experience as a senior Business Analyst with well-developed leadership and coaching skills. You have excellent stakeholder management skills with the ability to facilitate and positively influence strategy, business requirements and solution development. You have outstanding written and verbal communication skills and previous experience with program management and possess the ability to manage multiple streams of work. The VEC's core values drive the way we work to achieve our vision. We are looking for someone who can model our five values: Independence, Accountability, Respect, Collaboration and Innovation. How to apply All applicants must submit:  a current CV and a separate document with responses to Key Selection Criteria 4.1, 4.2, 4.4, 4.5 and 4.6 as listed in the position description. The VEC can only accept applications via the Victorian government careers website. Applications close at 11:59pm on Sunday 23 February 2020. The VEC is an equal opportunity employer*.  We encourage Aboriginal and Torres Strait Islander people to apply.  As a ‘Child Safe' organisation the VEC is also committed to the health, wellbeing and safety of children and young people. This commitment is taken seriously, and all employees are expected to be aware of and comply with this commitment. Successful applicants will be required to satisfy character clearance requirements, including but not limited to a national police check and working with children check. * In accordance with Section 17A of the Electoral Act 2002, the VEC may ask applicants for disclosure of specific political activities that could compromise the perceived independence of the organisation. Please read the Disclosure of Political Activities Fact Sheet before applying.", '10 Feb 2020', 'Melbourne',120000.0
ERP Business Analyst,"About the OpportunityThis progressive and long-serving NFP is about to embark on a greenfield ERP implementation and require a passionate, service-minded Business Analyst to join on a permanent basis. The role will see you engaging with excited stakeholders with a genuine lust for change.The role will require the successful candidate to do some minor intra-state travel (a car will be provided), and assist the business in selecting the most appropriate ERP product for their objectives and needs; you will work from RFP through to completion and beyond. You will enjoy a great work-life balance, generous benefits, flexible arrangements and ongoing opportunities for professional development and career progression.Key ResponsibilitiesConduct analysis of existing systems, applications and functions to ensure strategic alignment.Conduct analysis and extensive consultation work to determine business requirements and processes across a variety of systems and divisions.Apply industry standards and frameworks and methodologies to drive increased maturity in ICT investments.Verify successful implementation through testing of project results.Work with the wider to understand the strategic approach of the Business Analyst role to increase engagement of your stakeholders and buy in of suggested solutions.Provide mentorship to aspiring Business Analysts looking to develop themselves further in their careers.Key Skills and ExperienceYou have obtained a Bachelor’s Degree in Computer Science, Information Systems, Business Management or equivalent work experience in this field.Extensive experience as a Business Analyst, Significant experience with ERP systems, and ideally ERP migration projects.Extensive experience with process and information mapping.Experience in Waterfall and Agile project execution experience is a must.Strong verbal and written communication skills, as well as an ability to communicate technical information simply to end users.Experience with data analysis and modelling will be beneficial.Demonstrated experience providing strong stakeholder engagement across a geographically dispersed business.In-depth knowledge of the Aged Care industry with multiple business functions will be beneficial.Able to maintain a National Police Check for Vulnerable Individuals and any other that may be required for our services.Current Queensland driver’s licenseHow to ApplyIn order to apply for this exciting and exclusive opportunity, please submit your CV in word.doc format via the appropriate link.Please note only candidates with appropriate ERP experience will be contacted.For a confidential discussion, please reach out via ryan.anderson@hudson.com citing job reference #186968", '10 Feb 2020', 'Brisbane',120450.0
Senior Business Analyst,"Senior Business Analyst – 3 Month Contract - $800 - $900 Daily Rate  Company Overview  Our client is a well-established FinServices business looking for an experienced Senior Business Analyst to work across the end-to-end rebranding of the entire organisation.    Role Overview  As Senior Business Analyst, you will be involved within the initial analysis and business case development. Your role will also include but is not limited to:  Scoping and Discovery Asset identification across the business Leading the project roadmap Senior stakeholder management - GM’s, C-Level, etc.   Experience and Skills  You will have an extensive background in Business Analysis and you will ideally have the following experience:    5+ years as a Senior Business Analyst Delivery of marketing or branding/ rebranding projects Business case development experience Scaled Agile, SaFE, Agile experience      What’s on offer      This is one of the most renowned businesses in Australia and this will be an exciting opportunity to be involved in the rebrand of a well-established FinServices business.  Apply Now    Apply now via the APPLY button or contact Tom Mangan at Profusion Group on 03 9602 9845.", '4 Feb 2020', 'Melbourne',292000.0
Business Analyst,"The Organisation Our client is a large construction company who has recently embarked on a large program of migration and integration work. This program is surrounding the improvement of organisational efficiencies through various implementations and upgrades of applications. The Chief Information Officer has an impressive background in project management and business transformation and is striving to achieve a more positive customer experience, enhance user experience and increase compliance and controls in the business. The Role This role represents an excellent long-term opportunity to work with an organisation that is in an extremely exciting time and will offer continued professional development with a good work-life balance. This business analyst will focus on the following areas: - Mapping business processes “as-is” via a swim lane methodology- Understanding user requirements and how applications will transition to the “to-be” state- Ability to understand data flows between applications and how they integrate- Partnering with the business stakeholders to understand pain points- Assessing the risks of current and proposed processes- Developing a “to-be” scenario- Understanding and presenting tangible and intangible benefits of proposed “to-be” scenarios- Proposing work packages and business cases This position will offer stability and security through a long-term contract in the construction sector allowing career development in an environment that is encouraging of work-life balance and flexibility. Potential part time options can be considered. Your Profile You are an immediately available (or close to) Qualified Business Analyst with experience in process mapping and/or business case development in agile and waterfall environments. You will be able to communicate with stakeholders across IT and the business whilst providing initiative and intuitive thinking surrounding business process improvement. You must be able to understand the problem before trying to address the solution. You must be able to wear multiple hats and operate at a fast pace. This position will suit a person looking for longer term positions with the opportunity to still maintain a lifestyle outside of work whilst growing as a professional. Construction or engineering industry background would be highly advantageous. Apply TodayPlease send your resume by clicking on the apply button or for further information, contact our Melbourne office on 9691 3666. Learn more about our Melbourne recruitment services: https://www.roberthalf.com.au/melbourne  REF: 06810-0011329791AQ", '7 Feb 2020', 'Melbourne',237250.0
Business Analyst,"Based North of the CBDParking on site1 yr FT contract  Our client shows commitment to the training and development of their employees, while demonstrating their key values: engagement, diversity, inclusivity. They have previously been branded an 'Employer of Choice' and provide a range of benefits to create the best working experience possible.Overall this position will see you providing on-going analysis for process improvement, mapping and re designing the operational processes to support the technology iniatives deliverance. What you'll be doing:Review and identify improvements to the business processes and provide strategic advice that enables alignment of the system.Contribute to the planning of projects to manage interdependencies and delivery within schedule, budgetand resource limits.Undertake all business analysis activities to ensure deliverables are produced and delivered on time, developed according to defined standards whilst ensuring that chosen approaches, methodologies and recommendations are appropriate and cost effective.Provide project management oversight of initiatives to improve processes and document end to end operation of core business systems and their configuration.Effectively facilitating workshops to enable consultation with stakeholders to develop and implement achange management plan to provide the strategies that can be applied to understand. What you'll bring:Demonstrated ability to initiate, plan and organise work autonomously under broad direction, work efficiently under pressure, manage high volumes of work, and work to meet deadlines.High level of communication and interpersonal skills to prepare and present succinct reports and information appropriate to the audience and liaise, negotiate and maintain effective working relationships with a wide range of people.Have genuine interest and passion for business processes and the contribution this brings to the organisation's culture and performance with a desire to develop and grow your career in this field.A team player with a positive attitude, ability to work autonomously and collaboratively and knowledge of both Waterfall and Agile methodology.Bachelor of Business Information Systems, Business Administration, MBA or equivalent recognised qualification. Apply TodayPlease send your resume by clicking on the apply button. Contact Sym Quaggan in the Perth Office for more info on 6430 6801.Learn more about our Perth recruitment services: http://www.roberthalf.com.au/recruitment-agency-perth ", '6 Feb 2020', 'Perth',105000.0
Senior Business Analyst,"  The Company & TeamA senior opportunity to work for an Australian company across a large portfolio of work. You will be working with teams handling multibillion-dollar projects and assets. The RoleAs a Senior Business Analyst you will be working closely with customers to understand the key requirements in technology and asset planning as far as 30 years into the future. You will be supporting all functions across the large portfolio and will act as a liaison between the technology team and business. You will gather and document preconceptual business requirements to map the solution, ready for handover to the Project Manager. The responsibilities for this position will include but not be limited to:Map complex processes detailing the flow of information to customers via multiple concurrent channels and identify process improvements.Engage with key stakeholders including those at executive levelFacilitate large scale workshops and trainingContribute to the development of initiatives and solutions that improve the accuracy, timeliness, consistency and relevance of information provided to customers. To be successful in this role it is imperative that you are able to operate within a large portfolio, working across multiple functions with projects running concurrently.Strong experience working with mining assets in a project environmentHighly skilled in a variety of business analysis techniques, with experience in identifying and applying the optimal technique for a given business scenarioHigh level of skill in relationship management including negotiating critical outcomes, rapidly developing effective networks and influencing key stakeholders.Demonstrated understanding of IT and Solution ArchitectureDemonstrated knowledge of writing business cases and demand analysisBPMN experience, workflow creation and process mapping for a complex project Next Steps If you are currently thinking about a new opportunity then please do not hesitate to apply. Please contact Adam Fotedar (adam.fotedar@gmail.com) for additional information.", '7 Feb 2020', 'Perth',273750.0
Senior Business Analyst - S/4HANA,"Lucrative daily rates on a multi-year and multi-stage program of workWork across numerous projects varying in stages and subsequent needsCBD Location The Senior Business Analyst will by liaising with a broad audience of stakeholders including vendors, subject matter experts and technical stakeholders. The successful candidate will have strong communications skills and extensive experience in working across a variety of projects simultaneously. Key Responsibilities.The Senior Business Analyst will:Work with the business and technical stakeholders to deliver a variety of projects in SAP, procurement and ITConduct and facilitate requirements gathering workshops with both business and technical stakeholdersDeveloping business requirements documents and other project artefactsCreating process maps and designing the AS IS and TO BE processesManage testing and the traceability matrixSupport in vendor decision makingKey RequirementsThe Senior Business Analyst will have:10+ years as a Business AnalystExperience in S/4HANA is mandatoryOutstanding verbal, written and presentation skillsPrior Government experience is highly desiredIndustry relevant certifications as well as technical qualificationsTo apply please click apply or call Phillip Yee on +61 2 82893143 for a confidential discussion.", '10 Feb 2020', 'Sydney',255500.0
Business Analyst,"This large enterprise business are experiencing consistent growth within the mining and resource area and currently require a talented Business Analyst to join them on a 6 month engagement.Working with SME's, stakeholders, vendors and internal uesers - this position will see you provide detailed analysis for several projects currently underway working to provide capable insight and solutions.An analytical and problem solving mindset is needed to see you be successful in this position.CBD Based, close to public transportImmediate start  Your day to day:Analyse and gather business requirements to identify technical solutions in consultation with clients.Be proactive in identifying and implementing improvements to processes and procedures.Apply knowledge of analytical methods (workshops, interviews, observations, document analysis).Deliver documentation to a high standard, with an attention to detail.Development of ""as is"" and ""to be"" business processes and gap analysis. To be considered:A minimum of 7+ years working as a Business Analyst - must have.Confident knowledge of ICT (roadmaps, architecture etc) - must have.Prior history working within the mining & resource sector - must have.Excellent communication skills (verbal and written) and demonstrated documentation ability (process maps, user stories etc).Excellent facilitation skills and experience conducting stakeholder workshops.Extensive experience working directly with the stakeholder/customer, of all levels.Demonstrated analytical, critical thinking and problem-solving skills with the ability to formulate concepts. Apply TodayYou can apply by sending your CV through the apply now button. Sym Quaggan, 6430 6801Please note - only shortlisted candidates will be contacted.Robert Half Ltd is committed to equal opportunity and we value diversity at our company. We do not discriminate on the basis of categories protected under local law.", '6 Feb 2020', 'Perth',152880.0
Business Analyst,"Business Analyst, 10 month contract. Government Organisation - Parramatta/Macquarie Park $550-630/day + super  Your new company Work for the NSW Government in a contract role until December 2020 and join the PMO supporting a variety of projects. This role will suit someone who has worked on business improvement, regulatory or compliance style projects.  Your new role A busy and varied role, responsibilities will include;Working with the stakeholder group to identify requirements and map out possible solutionsReview existing business processes, gap analysis and recommend improvement measuresDevelop and implement reports and controls delivering accurate and appropriate project reportsMonitor project performance and governance / compliance What you'll need to succeed In order to succeed you will need to have at least 12+ months experience as a Business Analyst. You will ideally have exposure to working for the NSW Government and will have worked on business-led projects. Please note, this is not an IT Business Analyst. You will be a confident communicator, happy to host workshops and deal with change-adverse stakeholders.  What you'll get in return This role offers you the opportunity to work in a supportive environment but enjoy a high level of autonomy. It also gives you the change to learn more about working across PMO style projects.  What you need to do now If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV and Cally Holland will be in touch in due course. If this job isn't quite right for you but you are looking for a new position, please contact us for a confidential discussion on your career.  SA Licence number : LHS 297508", '7 Feb 2020', 'Sydney',200750.0
Senior Business Analyst - Utilities,"One of my clients is looking for a Senior Business Analyst to join their team to be based @ Sydney CBD for an initial 6 months contract + possible extension.  Essential SkillsAbility to organise and facilitate workshops involving large groups of business stakeholders and to effectively document and validate outcomesAbility to develop strong working relationships with key stakeholders and to effectively communicate and manage their expectationsExcellent verbal and written communication skills - ability to clearly understand project requirements and accurately translate into formal documentation, including business cases, Steering Committee packs, status reports, etc.Ability to multi-task and proactively understand and manage prioritiesProactive, dynamic personality with ability to show initiative and independently overcome obstacles and deliver resultsBuild trust and rapport with key ICT and business stakeholders to promote the timely transfer of knowledge, information and input required to satisfy project commitments.Conducting workshops and working closely with key business stakeholders and SME’s to understand and document business process and technical requirements to support the development and ratification of key project deliverables, including scope definition, business requirements, process and solution design, etc.Agile Scrum certification or Agile / Scrum qualification - or detailed understanding with hands on experience.Understanding of integrated ICT solutions and business process re-engineering capability spanning multiple platforms and business units.Exposure to Asset Maintenance / Field Services processesFamiliarisation with project scheduling tools, e.g. MS Project, Primavera, including the allocation of resources, costs, dependencies etc  If you think this is the right role for you , please apply to Sunil Kompiyil with your updated CV to be contacted .  ", '6 Feb 2020', 'Sydney',1000.0
Technical Business Analyst,"Opus are currently recruiting for a Technical Business analyst to work with a large banking organisation based in Melbourne.This is an exciting opportunity to be part of a large program of work, the role initially a 3-4 month contract with a view to extend.Im looking for someone that will have deep banking domain and business analyst functional expertise, knowledge and experience with Zafin would be a bonus!Role Requirements;Excellent banking domain knowledge and experience in the financial services industry.Strong technical business analysis capability.Deep understanding of the inner working and challenges in the areas of product management, pricing, billing and digital enablement.Must have experience in gathering requirements, preparing functional test cases, solution design and storyboarding.Ability to translate what an end customer requires in terms of functional requirements.Able to write detailed business specifications as well high-level technical design.Ability to present technical aspects of the solution to clients and partners.Product Implementation experience in banking systems.Assist with POC with support from technical teams,Develop high level functional specifications and systems design specifications.If you fit the criteria and are interested in hearing more about this role please send your CV NOW!", '5 Feb 2020', 'Melbourne',255500.0
Business Analyst,"The Business Process Analyst is responsible for driving change across all operational teams and ensuring key processes are streamlined. This role will oversee and analyse existing day to day operations and identify changes with the focus of delivering tools and strategies to support the technology, product , and operational (trading, service, reporting and quants) teams.Client DetailsThis company works on great products, cares about their working environment and understands everyone needs flexibility with their work DescriptionSupport new process implementation and drive continuous improvementReview and monitor business process analysis, create process mapping with AS-IS state and TO-BE state with respect to both process improvements and tool improvementsProvide process training to users and managers, and document process and system manualsSupport testing, training and implementation activities to ensure the successful delivery of the overall business and technology solutionsLiaise with third party providers as requiredLiaise with internal departments to resolve issuesProvide project management oversight of initiatives to improve processesInvestigate and document end to end operation of core business systems and their configuration   Profile3 years of experience in a related Business Process Analyst role3 years of experience in requirement gathering, scoping and delivering results across various areas Demonstrated ability to map and analyse current processes and identify process improvementsDemonstrated experience in planning and delivering of training across business levelsExperience working within Projects across various streamsExamples of innovative thinking and driving continuous improvement across process and systemsExamples of when you have influenced stakeholders and process owners to adopt new work practicesProficiency with Microsoft Office Suite including Word and Excel.Experience in wagering industry is a plus.   Job OfferOpportunity to work in a company that is growing both here and InternationallyFantastic work culture in a brilliant locationTo apply online please click the 'Apply' button below. For a confidential discussion about this role please contact Charlie Hess on +61 3 9607 5623.", '5 Feb 2020', 'Melbourne',100000.0
Senior Business Analyst,"Benefits  Attractive salary package  Collaborative culture that truly value their employeesASAP start  About the company Join a global healthcare company with a continuous focus on improving the quality of life through development of products and technologies.   About the opportunity Reporting to Head of Commercial, partnering with the wider business, you will have visibility to regional executives. Utilising your proven experience in business planning and strategy, you will lead business objectives from end to end. Opportunity to work in a fabulous team of seasoned professionals.   Responsibilities   Budgeting and Forecasting  Business Partner with Sales & Marketing, Supply Chain, Finance Develop relationships with external customersProvide Meaningful Reporting, Analysisto drive strategic decision makingDevelop software, build models, dashboardsAd hoc projects as needed   Skills and Experience  Bachelor’s degree qualified Experience in a similar analytical role Previous experience within Pharmaceutical industry preferred Strong Business Partnering skills including relationships with external customersAdvanced Excel skills QlikSense & Power BI experience Commercially savvy, proactive, problem solving mindset     Culture A highly collaborative environment that encourages your ideas to improve systems and practices     How to Apply Click apply or contact Francesca Strange, Recruitment Consultant on 02 8877 8719 for a confidential discussion.  ", '11 Feb 2020', 'Sydney',125000.0
Business Analyst - Finance Transformation Project,"This is an outstanding opportunity to join a marketing leading Australian business which provides end to end project management services to a broad range of industrial clients. The enterprise has continued to grow, both organically and through acquisitions, and it is committed to ensuring that its corporate functions continue to evolve in order to meet the growing needs of the expanding business.This newly created fixed term appointment will be part of the Finance Group and will support the planning, design and implementation of a critical program of work within the Finance Shared Services function. Initially, you will be expected to critically assess current workstreams and to identify and document Business Unit requirements. Using your knowledge of Project Management methodologies, and working collaboratively with internal subject matter experts across Finance, Payroll and Human Capital Management, you will then be mandated to develop project guidelines for agreed programs of work, documenting a broad range of factors including resourcing, inter-relations, process and control frameworks, communication and accountabilities, project tracking, status reports and issue resolution.You will be an experienced project management professional who can bring a structured approach to the assessment, design and delivery of a novel Business Services platform within the Finance Shared Services function of a substantial enterprise. You should have the communication skills and the gravitas to work effectively with senior stakeholders and steering committees, and the relationship management skills to organise and leverage the internal resources that will be provided to deliver on the projects.  A solutions-focussed approach and the ability to get down to detail and facilitate outcomes in a dynamic operational environment are also critical. Prior experience in payroll-systems implementation projects would be beneficial but is not essential.For a strictly confidential discussion, please contact James McBeath on 03 8609 2056.  Alternatively, submit your application via the Apply button.", '10 Feb 2020', 'Melbourne',150000.0
Enterprise Business Analyst Lead,"(HEO9) $112,743 to $120,645 per annum plus an employer contribution of up to 17% superannuation may apply
Continuing position
Lead the Enterprise Business Analysis practice, providing critical advice and direction during the University's technology investment planning cycles
The role leads a team of Enterprise Business Analysts who provide business architecture and analysis expertise at the division/enterprise level to understand business needs, and develop and update technology investment proposals and plans in line with the University’s strategy and underlying business plans and, provide critical input into the solution, implementation and delivery of technical solutions.
The position is instrumental in leading the Enterprise Business Analysis practice and in coordinating and providing critical advice and direction during the University’s technology investment planning cycles.
To be successful you will need:

Extensive consulting experience that has fostered the ability to establish strong working relationships with a diverse range of internal and external stakeholders to ensure collaborative work practices and influence required outcomes.
Experience in applying contemporary strategic management and business practices and methods to lead teams of professional staff in the planning of major, complex and/or multiple IT projects that support organisational goals.
Proven extensive ability to apply a range of Enterprise / Business analysis and facilitation methods to drive and guide discussion, and elicit business requirements that are consistent and aligned with corporate strategy.
Demonstrated ability to exercise a high degree of independent operational, strategic, problem solving and creative thinking and, a proven capacity to plan, prioritise and implement strategies for a large and complex organisation.
Demonstrated understanding and experience in Enterprise Analysis and Business Analysis practices and methods including capability models, maturity assessments and technology mapping.

Enjoy an outstanding career environment
The University of Adelaide is a uniquely rewarding workplace. The size, breadth and quality of our education and research programs - including significant industry, government and community collaboration - offers you vast scope and opportunity for a long, fulfilling career.
It also enables us to attract high-calibre people in all facets of our operations, ensuring you will be surrounded by talented colleagues, many world-leading. And our work's cutting-edge nature - not just in your own area, but across virtually the full spectrum of human endeavour - provides a constant source of inspiration.
Our core values are honesty, respect, fairness, discovery and excellence. And our culture is one that welcomes all and embraces diversity. We are firm believers that our people are our most valuable asset, so we work to grow and diversify the skills of our staff.
In addition, we offer a wide range of attractive staff benefits. These include: salary packaging; flexible work arrangements; high-quality professional development programs and activities; and an on-campus health clinic, gym and other fitness facilities.
Learn more at: adelaide.edu.au/jobs
Your division's broader role
The Division of University Operations enables the University's delivery of high-quality and distinct learning, teaching and research experiences. Its responsibilities link to Adelaide's strategic plan and focus on people, community, assets and infrastructure, and processes.
Learn more at: adelaide.edu.au/operations
If you want to change tomorrow, act today
Click on the link below for a copy of the position description and to apply: (If no links appear, try viewing on another device)
https://careers.adelaide.edu.au/cw/en/job/503916/enterprise-business-analyst-lead
Please ensure you address and upload your responses to all selection criteria. Applications close 11:55pm, 27 February 2020.
For further information
For a confidential discussion regarding this position, contact:
Vince CondinaDirector, IT Strategy, Planning & Governance E: itdsjobs@adelaide.edu.au
The University of Adelaide is an Equal Employment Opportunity employer. Women and Aboriginal and Torres Strait Islander people who meet the requirements of this position are strongly encouraged to apply.", '11 Feb 2020', 'Adelaide',112000.0
